0.04071868,0.014842301
0.034566937,-0.063079777
0.058148618,0.05380334
0.051996875,-0.024118738
0.07096475,0.03432282
0.064813007,-0.043599258
0.058148618,-0.082560297
0.081901182,-0.024118738
0.07096475,-0.102040816
0.098134948,0.014842301
0.092752173,-0.053339518
0.093777463,-0.131261596
0.108900498,0.014842301
0.106337272,-0.063079777
0.094033786,-0.218923933
0.088651011,-0.287105751
0.108558734,-0.141001855
0.085318817,-0.374768089
0.079167074,-0.452690167
0.073015331,-0.530612245
0.066863588,-0.608534323
0.060711845,-0.686456401
0.054560102,-0.764378479
0.048408359,-0.842300557
0.042256616,-0.920222635
0.036104873,-0.998144712
0.02995313,-1.07606679
0.025339322,-1.134508349
0.174177326,0.599257885
0.165291475,0.501855288
0.159139732,0.42393321
0.152987989,0.346011132
0.146836246,0.268089054
0.138633922,0.209647495
0.132482179,0.131725417
0.126330436,0.05380334
0.120178693,-0.024118738
0.101723465,-0.257884972
0.097109657,-0.316326531
0.191949028,0.79406308
0.189385802,0.716141002
0.186822576,0.638218924
0.180670833,0.560296846
0.17451909,0.482374768
0.168367347,0.40445269
0.162215604,0.326530612
0.156063861,0.248608534
0.151450054,0.190166976
0.147348892,0.092764378
0.148374182,0.014842301
0.142991407,-0.053339518
0.159652378,-0.024118738
0.154269603,-0.092300557
0.177082316,0.014842301
0.170930573,-0.063079777
0.191436383,0.014842301
0.18528464,-0.063079777
0.20579045,0.014842301
0.199638707,-0.063079777
0.220144517,0.014842301
0.213992774,-0.063079777
0.234498584,0.014842301
0.229115809,-0.053339518
0.248852651,0.014842301
0.244238844,-0.043599258
0.263206718,0.014842301
0.258592911,-0.043599258
0.277560785,0.014842301
0.271409042,-0.063079777
0.291914852,0.014842301
0.286532077,-0.053339518
0.309344791,0.05380334
0.303193048,-0.024118738
0.304218338,-0.102040816
0.318743287,-0.024118738
0.306439801,-0.179962894
0.29755395,-0.277365492
0.291402207,-0.35528757
0.285250464,-0.433209647
0.278586076,-0.472170686
0.281149302,-0.530612245
0.274997559,-0.608534323
0.268845816,-0.686456401
0.262694073,-0.764378479
0.25654233,-0.842300557
0.250390587,-0.920222635
0.244238844,-0.998144712
0.238087101,-1.07606679
0.231935358,-1.153988868
0.225783615,-1.231910946
0.219631872,-1.309833024
0.410335905,0.969387755
0.404184162,0.891465677
0.398032419,0.813543599
0.391880676,0.735621521
0.385728933,0.657699443
0.37957719,0.579777365
0.373425447,0.501855288
0.367273704,0.42393321
0.361121961,0.346011132
0.354970218,0.268089054
0.349587443,0.199907236
0.342154087,0.151205937
0.376501318,0.40445269
0.370349575,0.326530612
0.364197832,0.248608534
0.358046089,0.170686456
0.351894346,0.092764378
0.34933112,0.014842301
0.351552583,-0.063079777
0.367786349,-0.024118738
0.362403574,-0.092300557
0.385216287,0.014842301
0.379064544,-0.063079777
0.399570354,0.014842301
0.393418611,-0.063079777
0.413924421,0.014842301
0.407772678,-0.063079777
0.428278488,0.014842301
0.422126745,-0.063079777
0.442632555,0.014842301
0.43724978,-0.053339518
0.458182795,0.014842301
0.447246363,-0.063079777
0.474416561,0.05380334
0.468264818,-0.024118738
0.485694756,0.014842301
0.479543013,-0.063079777
0.500048823,0.014842301
0.49389708,-0.063079777
0.510814374,0.014842301
0.508251147,-0.063079777
0.502099404,-0.141001855
0.503124695,-0.218923933
0.496972952,-0.296846011
0.490821209,-0.374768089
0.57489503,0.599257885
0.560711845,0.40445269
0.551825994,0.307050093
0.54362367,0.248608534
0.537471927,0.170686456
0.534139732,0.083024119
0.525168441,0.014842301
0.519016698,-0.063079777
0.512864955,-0.141001855
0.488257983,-0.452690167
0.48210624,-0.530612245
0.475954497,-0.608534323
0.469802754,-0.686456401
0.463651011,-0.764378479
0.457499268,-0.842300557
0.451347525,-0.920222635
0.445195782,-0.998144712
0.439044039,-1.07606679
0.434430231,-1.134508349
0.600527292,0.833024119
0.594375549,0.755102041
0.588223806,0.677179963
0.57592032,0.521335807
0.58566058,0.599257885
0.573357094,0.443413729
0.569255932,0.346011132
0.563104189,0.268089054
0.556952446,0.190166976
0.556439801,0.092764378
0.551057026,0.02458256
0.552082316,-0.053339518
0.564642125,0.014842301
0.565667415,-0.063079777
0.578996192,0.014842301
0.58079045,-0.053339518
0.593350259,0.014842301
0.595913485,-0.043599258
0.607704326,0.014842301
0.610267552,-0.043599258
0.622058393,0.014842301
0.625390587,-0.033858998
0.637950395,0.03432282
0.638975686,-0.043599258
0.651962699,0.014842301
0.668196465,0.05380334
0.662044722,-0.024118738
0.682550532,0.05380334
0.676398789,-0.024118738
0.6950249,0.014842301
0.685626404,-0.043599258
0.711258666,0.05380334
0.705106923,-0.024118738
0.706132214,-0.102040816
0.720657162,-0.024118738
0.708353676,-0.179962894
0.699467825,-0.277365492
0.693316082,-0.35528757
0.687164339,-0.433209647
0.680499951,-0.472170686
0.683063177,-0.530612245
0.676911434,-0.608534323
0.670759691,-0.686456401
0.664607948,-0.764378479
0.658456205,-0.842300557
0.652304462,-0.920222635
0.646152719,-0.998144712
0.640000976,-1.07606679
0.633849233,-1.153988868
0.62769749,-1.231910946
0.623083683,-1.290352505
0.809173909,0.930426716
0.803022166,0.852504638
0.796870423,0.77458256
0.79071868,0.696660482
0.784566937,0.618738404
0.778415194,0.540816327
0.772263451,0.462894249
0.766111708,0.384972171
0.75944732,0.346011132
0.764061127,0.268089054
0.757909384,0.190166976
0.755858803,0.073283859
0.74970706,-0.004638219
0.745093253,-0.063079777
0.764061127,-0.004638219
